Unnamed: 0,Player,Team,Age,Height,Weight,Position,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets,PlayerFatigue,MatchPressure,InjuryHistory,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining,Season
696,Player C,Team C,37,162.59336875144766,,Forward,12.0,,5,1,119.41126523374218,11.706834788251356,8,10,15,0,0.28863055324025577,86,5,10.202928059709262,0.0,3.4615384615384617,146.53298014817474,2019
697,Player B,Team A,32,,72.87292330701216,Midfielder,9.0,12.0,4,3,64.7950281987282,6.145817482343354,57,6,23,4,0.5812382214226123,18,0,17.10117115208378,2.1404028411814533,0.8,411.39753464771417,2020
698,Player B,Team C,31,,,Midfielder,,2.0,1,3,86.1720040994823,13.657677354136451,70,4,29,2,0.1543627152742023,12,6,16.96140395574774,0.16272153791262034,,,2020
699,Player C,Team A,25,,86.65888703899164,Goalkeeper,24.0,0.0,8,2,,12.294326669478933,32,10,7,1,0.4811401018548175,87,6,12.42027723224873,5.977107701511211,3.56,185.65281538528322,2022
700,Player B,Team C,27,189.1037337321897,,Forward,20.0,3.0,5,1,,6.525678312609877,0,4,25,2,0.5325894325515859,51,3,12.08866902331303,1.8249393105136509,3.0,294.04628436541867,2019
701,Player D,Team A,26,,58.23735588517093,Defender,,18.0,9,3,65.59867654415748,5.213346052622322,82,4,14,5,0.05182353682242691,39,3,13.692611636515663,1.3325299987809798,1.588235294117647,429.63399815902324,2019
702,Player A,Team C,34,178.8200287635873,62.31005169213348,Midfielder,9.0,,5,2,70.11651037832895,8.898678748629223,2,2,25,6,0.3366042781939206,89,9,8.29095065845364,5.279746255042805,5.3,,2019
703,Player D,Team A,26,175.51594115806918,,Defender,,,8,1,115.89844002240208,11.75272590644012,38,5,17,9,0.13441467693897424,10,4,12.890654373364331,4.691445731865438,,,2022
704,Player A,Team A,20,350.0767927712531,85.97001514883857,Forward,6.0,9.0,0,1,57.38375593046888,7.831474065060357,11,10,9,8,0.06337497047276774,94,1,5.165695400849726,0.7418901349057795,7.571428571428571,181.88183892350813,2019
705,Player A,Team C,28,185.60195187720225,101.47939718842201,Midfielder,13.0,6.0,6,2,63.77108141207823,14.732551879806612,93,3,3,9,0.9899602323899452,74,8,12.133393321747006,0.0,5.142857142857143,367.3164803452036,2021
706,Player D,Team B,29,179.79177419767493,97.14615692304764,Goalkeeper,,11.0,2,1,52.44544141247254,14.346813882119768,15,9,6,6,0.32235384497472297,98,9,10.040765693758889,1.936884966924045,3.090909090909091,570.3301900587064,2021
707,Player D,Team C,27,,79.6583125062348,Defender,17.0,,3,1,,10.9794046452094,76,1,23,0,0.8098744458546349,77,3,15.123044088554895,0.9759593466205717,1.7222222222222223,141.0462935878449,2021
708,Player D,Team B,34,,,Goalkeeper,,,0,0,70.44715133330672,8.155990725867273,49,3,16,6,0.25464065476376385,54,8,14.575303762289414,6.086665764191829,1.7142857142857142,,2019
709,Player D,Team A,34,166.82241512026073,64.98813703890549,Defender,180.0,17.0,2,1,68.99811234336245,13.962692518557557,87,5,7,0,0.6815027222239293,29,2,10.712538202742135,0.5434655218969973,0.7894736842105263,265.9343093293065,2021
710,Player C,Team C,28,165.44934606182903,88.62475598758726,Forward,170.0,13.0,6,3,59.93471899134957,13.034708407628642,80,12,0,7,0.7602278598896866,41,8,5.109094722178874,0.2558305181574665,0.45614035087719296,1165.3886696241575,2019
711,Player B,Team C,39,185.21603704144,118.5407267826042,Midfielder,13.0,10.0,5,1,54.02253419267255,5.861543527291351,26,5,21,1,0.5956387406078443,9,0,8.784104440924407,5.864227211126707,0.7142857142857143,444.96911398565214,2022
712,Player A,Team C,21,172.04902992249117,,Defender,,,0,3,65.90739174170288,9.763228296261406,28,13,20,1,0.47157618855015837,63,6,14.500217752837434,0.530507644976468,0.5,293.1442020804068,2020
713,Player D,Team B,24,,69.87421797651015,Goalkeeper,0.0,,8,2,87.26733037996584,14.812148952087302,77,10,9,0,0.41184091414726853,77,3,6.085600145262568,0.4323469792207141,88.0,,2022
714,Player D,Team B,38,195.5457067745182,67.00983150025809,Defender,8.0,12.0,3,1,75.50497860881103,9.539053742580666,68,8,14,8,0.3488682665429953,37,6,6.614636327501957,0.06539256466655852,4.222222222222222,196.71271657254894,2022
715,Player D,Team A,31,,67.39845175258257,Defender,17.0,,6,2,97.3401987109964,14.329084699335032,51,7,22,7,0.9295291442478258,14,9,14.705525368506308,0.9531933429547745,4.277777777777778,,2019
716,Player C,Team B,24,,76.50944502957641,Defender,,11.0,3,4,56.99431638718546,14.772893436293565,5,4,5,8,0.8306194077877291,73,5,16.336511014239385,1.9781150689164062,,,2019
717,Player D,Team B,25,,,Defender,26.0,0.0,6,1,60.365897232685846,8.873592479846653,23,9,9,7,0.9650269106665126,72,3,9.823245620190681,1.228911697877515,0.2222222222222222,234.23692744968415,2022
718,Player D,Team A,18,190.50613959645935,113.90010829750712,Defender,16.0,17.0,4,2,64.01497668194985,14.645584770442284,39,2,29,3,0.12429722348554473,39,3,12.345095982748429,1.9188703437085946,1.411764705882353,548.2206748056974,2022
719,Player D,Team C,39,168.05845983172642,64.15505612212813,Defender,29.0,12.0,0,4,,6.3794053662434695,32,3,0,8,0.7308674752036443,40,7,19.18567047475488,0.4027616335123241,0.7,688.8950394853213,2022
720,Player B,Team C,21,169.3677770246725,88.00649565636789,Goalkeeper,22.0,3.0,3,3,97.16902392284406,6.601194445159359,8,13,5,7,0.9383404568210378,54,6,19.183153432639543,0.13217660336700554,1.0434782608695652,389.21977879019084,2021
721,Player C,Team A,29,180.85071015296265,94.58292805158362,Defender,,,2,3,,7.765434095807391,48,4,12,0,0.18123306616566015,3,3,9.612541616951452,3.5578592818468766,1.44,170.06560416359832,2020
722,Player D,Team C,20,,86.52792320546914,Defender,21.0,17.0,5,3,74.08247386155782,9.675561867374618,66,14,29,9,0.0664962673667775,55,5,17.149818125256353,7.794951284216586,3.5,738.9133906440348,2020
723,Player A,Team B,30,172.2172677073213,,Defender,15.0,4.0,5,3,57.892871324929416,6.810247752541075,22,0,2,4,0.741120649290059,33,5,13.909160792102883,3.9411751319237847,3.125,154.2347201558535,2022
724,Player A,Team A,37,172.85849911791215,63.43828541014665,Midfielder,23.0,17.0,0,3,93.63488450537832,8.401777035109477,84,12,11,8,0.5744731131799119,96,0,19.6322674002557,1.8372899360724508,2.125,208.1603989129748,2021
725,Player A,Team A,23,166.38519733011057,84.17535514394669,Forward,10.0,,1,0,,6.036531056002011,21,11,14,7,0.8418287767582721,71,1,12.164203545666446,6.476690216930844,8.090909090909092,,2019
726,Player C,Team A,28,,78.08503793979303,Forward,22.0,6.0,1,2,71.5680493761955,9.300081129032913,71,8,21,0,0.1397723766262895,19,3,16.620603020233425,4.3812276421477,4.217391304347826,402.54162110818453,2019
727,Player C,Team C,21,,105.68943537515888,Forward,,8.0,9,4,93.89857483230472,13.27478484084908,83,12,6,5,0.7952673118598902,34,5,16.522056944223067,1.490811002810467,2.111111111111111,172.3718919538112,2021
728,Player A,Team A,37,166.68783418189074,103.45230514140964,Goalkeeper,,2.0,3,4,,10.950535381289969,77,3,5,5,0.20162732004774453,78,5,12.461493014496142,2.1396231436095454,1.0163934426229508,925.7882004986105,2019
729,Player D,Team A,33,,59.37990768439695,Goalkeeper,,11.0,8,1,52.47402705190294,13.1015913252939,93,7,8,1,0.1636559428657045,50,0,16.934451714459616,4.169200089683636,0.3448275862068966,512.5022247047034,2020
730,Player C,Team A,24,185.17419770515755,,Goalkeeper,21.0,19.0,1,2,55.9662294856439,6.357126952649455,7,4,15,1,0.16426579793099294,47,7,8.915604999604948,0.27969151883988796,0.45454545454545453,750.0387717008805,2019
731,Player A,Team C,39,,113.5707760259252,Defender,0.0,13.0,7,0,51.38141496781508,8.994357902387554,18,14,11,0,0.8145747202313821,46,1,6.833795544353434,1.1519783862587085,51.0,245.2729432741455,2020
732,Player A,Team B,28,173.24855258492485,,Forward,8.0,7.0,0,0,79.0865123549132,5.39323209425849,37,10,8,5,0.6651972206962001,56,4,11.377456169829744,0.3991371233573825,10.777777777777779,175.49433826296644,2022
733,Player D,Team A,18,164.7462281278501,110.04606560978137,Defender,9.0,11.0,7,2,60.8971930088118,8.699790467431754,99,4,7,8,0.5230654247691193,57,3,19.15445984950377,1.9607799011597327,9.8,152.83901101796283,2020
734,Player B,Team B,24,,54.07057843964808,Midfielder,150.0,,2,3,92.2464041766496,11.144977357425404,5,13,4,7,0.3588304841235025,83,4,12.51116912303793,0.0,2.5,,2020
735,Player C,Team C,29,196.25416844382585,86.85609315651412,Forward,20.0,,4,3,73.29569302587942,10.688692036811798,51,11,25,4,0.8772005408131083,51,4,14.528887079703905,4.268577722038681,0.9523809523809523,283.8690145437992,2020
736,Player D,Team C,24,191.3624711931392,87.75985602033654,Midfielder,28.0,11.0,0,2,91.88548731970636,5.603227111780141,33,1,2,7,0.3924451074226354,54,9,14.36243683861813,6.396082192808428,2.8275862068965516,573.7015147223294,2020
737,Player A,Team C,24,,,Midfielder,17.0,3.0,0,4,77.7802611731098,5.620594506277495,73,7,3,1,0.8165994394715771,90,7,6.988593009042956,0.6248664983467882,0.5,103.19491921322317,2021
738,Player A,Team C,27,,56.83269987607952,Defender,130.0,4.0,5,3,89.808389859084,8.050674777929327,94,11,10,5,0.4391349085702184,81,9,10.854453235658154,3.050224538594155,0.2595419847328244,1014.6070766213396,2021
739,Player D,Team B,33,,66.83118945731366,Forward,27.0,8.0,2,1,68.59275040986188,12.71399169796055,10,12,9,1,0.3769444294249076,28,6,15.604084593828121,6.02664832971959,3.0714285714285716,381.42257362734676,2019
740,Player C,Team A,25,327.29958730434043,78.45768197209091,Midfielder,100.0,6.0,7,0,,5.205767410102667,42,10,7,7,0.46267978566960644,19,8,19.579851478710893,1.3342352278098275,0.6831683168316832,1646.416306221995,2020
741,Player B,Team C,26,187.1578169712268,110.60890327939596,Forward,,13.0,3,3,83.35793612312557,11.159272548355917,34,9,8,1,0.3013778741641421,27,0,7.520266074455392,1.6365843102284476,3.8333333333333335,466.5317438267366,2019
742,Player B,Team C,26,189.00384075590603,115.7218320549397,Midfielder,28.0,,5,4,109.53359773851228,6.837017292317937,10,14,12,4,0.7476093801762511,48,5,11.156628355086744,0.0,2.896551724137931,239.0479647196294,2020
743,Player A,Team B,19,198.6012649163968,119.49072337155395,Midfielder,3.0,16.0,9,3,,14.443162424204417,39,6,23,6,0.5027203900924792,19,5,6.4264069970409405,4.0734827232868716,18.5,335.3683625778278,2022
744,Player C,Team B,30,,,Defender,29.0,0.0,8,3,96.85919894522382,9.30215378783041,31,13,25,6,0.2322126951468173,97,1,8.63564689473884,8.502093889113985,3.033333333333333,164.43749747533414,2020
745,Player B,Team C,30,160.73825676172092,50.41592290910481,Forward,18.0,14.0,7,0,66.88672001138386,5.478839206551513,48,11,18,3,0.8995745732745685,51,7,10.651390149892254,1.793848940025266,4.7894736842105265,207.24919645486438,2022
746,Player C,Team A,21,,53.33958390177104,Defender,12.0,14.0,3,1,91.7929717613053,12.13638480317424,89,1,22,7,0.3838912213732114,7,5,13.109648719285257,6.886383076623113,6.384615384615385,427.86150214775665,2020
747,Player C,Team A,29,188.27162017587256,,Defender,0.0,,9,1,70.21541079641695,9.846094383736006,85,10,10,6,0.5435528611139886,29,9,8.458503233586214,0.0,70.0,0.0,2021
748,Player A,Team C,34,191.6162990353195,74.42034677391912,Defender,20.0,14.0,7,4,88.35920007507974,13.812403788732077,56,5,23,9,0.9064721109645469,43,8,8.413439917680286,0.5781721649255263,3.142857142857143,428.73692557836006,2021
749,Player B,Team B,19,167.74955732099244,,Defender,18.0,1.0,6,2,95.59389577903666,11.518251066916031,64,8,2,4,0.6242379959139921,69,9,16.66744968710306,1.445075427429635,2.8421052631578947,238.54750008772965,2020
750,Player D,Team C,30,170.47011476148094,,Defender,14.0,,4,2,,11.925256612422904,47,7,0,3,0.11689804070836407,94,4,19.439624944203217,0.7609688409126831,4.6,,2019
751,Player A,Team C,35,180.50363701069185,,Midfielder,19.0,16.0,6,2,76.30676061200492,12.672598575312348,92,9,22,1,0.9398321236134751,58,6,9.854194516271843,4.354004586801656,2.2,201.09376700728532,2020
752,Player B,Team B,32,173.22403239880006,,Forward,,15.0,6,4,66.51714529663927,9.203543747216216,51,11,13,1,0.6277080530714179,8,5,15.319880279535202,0.1126652014544125,4.933333333333334,215.73015050277226,2019
753,Player B,Team C,25,,114.21533895456936,Forward,24.0,17.0,9,3,52.73478363875876,12.925471905182384,38,2,18,3,0.3349056146570861,42,4,8.871206920368811,0.01739230210100251,0.12,535.8107283156538,2022
754,Player B,Team C,32,,,Defender,10.0,15.0,1,1,,5.506229700863158,85,6,0,7,0.13927207266338726,76,5,18.91928382448448,0.1635454726353991,5.181818181818182,479.8019171050952,2022
755,Player B,Team C,18,191.9831457640801,57.24805003669488,Forward,29.0,7.0,6,1,,12.655274047166165,53,3,22,5,0.794025189270296,42,3,15.093535402480974,5.882115297126415,3.1666666666666665,352.9488204382434,2022
756,Player B,Team B,37,183.22479041929412,82.04695550592375,Midfielder,22.0,5.0,2,3,102.84432662693033,11.363078373382846,95,10,26,8,0.6200727559285135,13,2,17.040152819563552,0.21082717567718134,4.086956521739131,206.8108053525669,2021
757,Player C,Team A,27,190.9236056646845,76.30564316016401,Defender,26.0,,7,1,103.34700460470303,10.66665041201512,24,3,11,1,0.5334610919763215,26,0,5.740310647987473,4.819409558101452,0.5555555555555556,,2021
758,Player A,Team A,29,173.30691946121294,,Goalkeeper,4.0,,7,1,57.550190973728725,8.181506192306163,44,6,13,6,0.8938925830509576,18,0,13.97758952360937,0.6384679288745194,6.0,82.34319746676331,2020
759,Player C,Team B,22,193.25666487721244,80.70610790849726,Goalkeeper,230.0,18.0,8,2,83.33551579571025,6.1411260843123205,28,10,14,0,0.7885972112245307,42,5,12.914184970375734,2.6426784892445703,0.4583333333333333,728.6488844515708,2019
760,Player D,Team A,26,,51.214214879760256,Midfielder,210.0,12.0,3,2,58.72996654093461,11.472008173261434,31,14,6,1,0.15167487973275118,51,8,9.394953603672981,0.5042222349341103,3.3636363636363638,531.2244741681409,2020
761,Player B,Team C,25,181.8439523201316,119.57984133895698,Midfielder,9.0,5.0,9,0,,9.716709337994132,93,12,3,8,0.31172206779554823,84,7,8.93644977585977,0.8464139390113415,0.9,214.76290998202273,2019
762,Player A,Team A,33,168.56028452695497,88.04781664113997,Goalkeeper,,5.0,2,0,62.46395357502758,7.178448542526594,81,6,13,7,0.24848913981446574,16,1,13.700372034754546,0.23841241125342982,,,2021
763,Player B,Team C,31,179.02106086504773,,Defender,6.0,12.0,8,1,64.36437430145573,5.433666927130827,66,11,17,8,0.743946292572677,3,8,15.597284525108378,1.0261215370609107,9.571428571428571,248.37715967926997,2021
764,Player A,Team A,30,,116.82321600528378,Midfielder,0.0,,8,2,67.18641510266654,10.38765167431998,11,10,15,6,0.03353243473577938,91,7,5.497591355527835,0.0,8.0,0.0,2020
765,Player C,Team B,38,170.66813722548858,60.9102257310954,Goalkeeper,2.0,8.0,1,0,57.63762804426278,6.262963019825576,57,0,25,9,0.5698896848713165,79,8,13.511023728855566,0.788087156713231,20.0,181.39005235565207,2020
766,Player A,Team A,30,198.6794007211215,63.246632178167374,Defender,27.0,11.0,5,0,71.71322433118588,14.294193867830629,19,14,13,8,0.7624586857406905,98,3,7.556892934199429,2.3431165528322593,1.75,321.52865746762325,2022
767,Player D,Team A,22,166.40296421946925,,Midfielder,,,2,2,,6.506318584926724,49,10,20,3,0.8767656367617495,45,8,7.105440970791508,1.1359415969400373,10.0,62.3575731627135,2021
768,Player D,Team A,33,,68.25817560175062,Forward,29.0,3.0,4,0,,5.320253961405468,7,0,10,2,0.34208174871590746,22,1,14.346792321420269,0.0,2.1,317.9778102073601,2022
769,Player A,Team B,28,199.3665983793286,105.9458974404069,Forward,,18.0,1,3,66.99560662170298,7.62047514032945,30,5,26,3,0.8212573046720129,23,0,9.663051758262096,0.13235727453666435,,,2022
770,Player A,Team A,39,,69.00734380359518,Forward,14.0,15.0,3,3,66.91327236050488,6.749566130264864,23,1,24,4,0.11063173695520723,59,8,11.61320349702296,0.03810923830413149,5.4,216.94858640196992,2020
771,Player A,Team B,22,187.9610965616838,52.32313411575011,Defender,4.0,11.0,2,2,83.03371259226617,12.912382250997725,12,2,5,9,0.8464522917345182,62,9,10.399982141596594,4.154213514153483,9.0,237.4925645899132,2020
772,Player A,Team C,30,170.11647222225147,86.19103067207013,Midfielder,210.0,0.0,1,2,88.45114372391257,7.893426062545394,71,1,14,3,0.12748866233198242,68,7,14.725044802287856,1.121763556654325,0.23222748815165878,2375.3592949031668,2020
773,Player D,Team A,28,161.61951297313215,63.7680503888803,Goalkeeper,15.0,3.0,5,0,67.79992611276302,7.452405571733928,41,1,9,3,0.39728729056036727,54,6,12.051796490997033,2.2295649947681073,1.6875,106.5005239615621,2020
774,Player B,Team B,36,,103.04924050527298,Midfielder,11.0,8.0,2,1,,14.948084082117468,77,7,29,6,0.7972953657795536,57,7,19.451879930569213,0.5534393256715058,2.5833333333333335,312.349992830102,2021
775,Player A,Team B,20,,189.7679486525007,Forward,18.0,6.0,3,4,74.71747173615051,6.500617912048849,78,7,11,3,0.14991742734877378,23,0,10.28574138659698,0.5229396585977202,1.4210526315789473,365.2331290803834,2021
776,Player A,Team A,32,160.47060377467992,114.65218675845423,Forward,,9.0,5,3,89.38595377373332,5.84998537584577,84,12,8,3,0.22925139523264149,60,8,16.104265103942527,1.6554234350946055,4.357142857142857,394.22588246971424,2019
777,Player D,Team C,24,183.51542767719127,104.8091850086015,Defender,2.0,12.0,4,3,82.22864756600293,8.056241058491533,78,5,27,8,0.7222525683930663,73,9,8.859388513745667,0.0,10.0,234.97424785251837,2020
778,Player D,Team B,24,180.05585914381297,62.65431683885088,Goalkeeper,18.0,7.0,3,2,51.90006738878122,9.050903229625716,25,2,16,8,0.7200365365460744,88,8,12.631296389392203,7.051360244879919,2.3684210526315788,368.152562559837,2022
779,Player C,Team A,23,194.9353665748419,106.01107656653572,Defender,0.0,19.0,3,1,73.99647618726051,12.604241776439949,37,4,17,4,0.6411476328852973,85,8,13.288546278529354,2.903496748857911,39.0,107.0544892365917,2022
780,Player A,Team C,20,,94.92159313698164,Goalkeeper,,9.0,1,2,99.54825318212716,14.554439187215406,37,13,10,8,0.6939484444671,55,5,9.936639215940982,0.6555416749287226,,,2022
781,Player C,Team B,30,187.261041195466,96.82661492324374,Midfielder,0.0,9.0,9,0,67.65637638404412,12.636771381981914,54,6,5,1,0.5427244433475962,80,3,12.076707933689438,3.313046523818227,86.0,149.9295710010355,2022
782,Player D,Team B,24,187.2043879373311,216.5168040358208,Defender,25.0,7.0,3,1,72.03584006972639,12.266384699667364,96,4,18,4,0.25179905890695276,63,1,9.189179568477382,2.044223470339535,3.8076923076923075,606.3578336188795,2020
783,Player D,Team C,22,186.7632006744913,90.1676848432258,Defender,9.0,19.0,7,0,64.3703365709369,14.914479037290414,9,6,1,6,0.34569599350391944,56,3,5.09001172510973,1.283044937035534,2.7,410.27114671717334,2022
784,Player B,Team C,35,,,Defender,2.0,,4,3,74.88473447959136,12.653637390668337,82,9,21,7,0.18159771680142567,55,6,8.23472452456818,0.7310968901247854,18.333333333333332,,2022
785,Player A,Team A,39,385.8470023205504,94.56487247511096,Forward,120.0,0.0,9,2,58.046066128452175,6.395331844208551,10,6,22,4,0.9084505613336283,25,0,15.500962587398009,0.0,6.6923076923076925,76.74855065590282,2021
786,Player C,Team A,25,161.67890904974024,,Forward,5.0,14.0,9,2,62.35068199778804,9.615297382413996,2,3,19,8,0.5833917947661205,26,8,16.564445367280655,2.1474785917958465,2.5,300.1087238349221,2021
787,Player D,Team B,34,178.84331402818052,62.78179917609695,Goalkeeper,,16.0,7,4,85.58681541993873,10.035046199957089,22,9,12,2,0.4008514167636399,49,2,9.2030430070838,6.441528749394347,,,2020
788,Player D,Team C,37,175.91812224805335,93.16114866498724,Midfielder,5.0,12.0,5,1,116.27145165787742,8.048103196942016,61,13,28,7,0.4620058036441327,63,3,11.12064498227108,0.0,9.333333333333334,121.46960354937193,2019
789,Player C,Team C,18,,66.36938583598344,Defender,20.0,11.0,9,3,96.30718818204804,6.642754255178815,69,13,25,8,0.9472833396118153,45,4,5.560484902079167,1.3474715383785778,4.095238095238095,392.9029171770079,2021
790,Player B,Team C,31,,55.59405765426247,Forward,15.0,2.0,4,4,65.3980204248977,12.117405276279182,40,9,8,6,0.1533514031160802,73,2,8.55594351646521,2.611933313813663,2.6875,191.98473285945204,2022
791,Player D,Team B,34,175.3677673970391,,Defender,8.0,18.0,3,4,,7.774946575651704,40,5,26,4,0.5862298320167972,79,3,16.68828925058449,6.656700267256981,3.2222222222222223,290.57136699754943,2019
792,Player A,Team C,27,177.2933559951466,92.5823580980047,Goalkeeper,7.0,4.0,9,2,66.09153387832541,11.246549341689716,92,8,11,8,0.505888678884466,39,4,14.089794053975858,0.1928999290218214,3.375,168.0394669933469,2022
793,Player D,Team C,29,,75.35041484361658,Goalkeeper,26.0,2.0,8,1,73.90153878874041,8.225897425071917,3,3,15,7,0.6114542354346478,97,0,8.08655782931557,3.090289473339791,2.925925925925926,224.4602500449346,2020
794,Player A,Team B,33,,102.66176794714193,Midfielder,2.0,4.0,9,2,95.19006640240012,10.062363306099218,2,9,28,7,0.01811018382084051,65,8,8.861629926836482,1.5870319161471949,14.666666666666666,59.482538573998184,2019
795,Player C,Team A,31,,76.26234788191718,Goalkeeper,4.0,8.0,4,1,,8.370528034043915,83,11,18,5,0.8721239089441515,69,9,17.252030344843405,0.7396851740038177,13.4,207.2789304075123,2021
796,Player A,Team A,33,179.2094685388411,,Defender,20.0,5.0,9,4,92.8171313353704,9.11758481765663,50,0,1,1,0.9321182824836124,56,9,8.136263044173512,1.645931929854418,1.5238095238095237,139.18458489480327,2020
797,Player C,Team B,25,184.94968981998164,78.49594809707695,Midfielder,130.0,15.0,5,0,77.87868433775441,12.32066519525146,54,14,15,3,0.5651331835892089,9,3,10.012365887706968,0.8733221441379937,3.2142857142857144,161.27563445615874,2022
798,Player A,Team C,27,193.20731866470777,,Midfielder,4.0,9.0,6,3,,13.838249068279048,62,7,26,0,0.6966508238768923,70,8,14.965380374819665,0.917978771441171,1.8,209.0906715009569,2020
799,Player C,Team B,34,,74.92974134104777,Forward,18.0,,0,4,,10.087457298166836,48,3,29,9,0.9224993811772957,28,3,13.41668578562118,1.6659040519568704,0.15789473684210525,,2020
800,Player A,Team A,35,177.21687632351868,117.46373549596164,Defender,,2.0,8,2,88.06995586592198,11.10251061731922,71,7,4,4,0.7072386343133986,45,0,11.913053078507215,2.341665033768026,,,2019
801,Player B,Team A,37,176.38073921114855,115.53028906189712,Goalkeeper,20.0,17.0,7,3,56.38892073552434,13.64409824680142,69,10,27,9,0.15253904291426135,26,4,18.496116364696164,0.48866067023690274,1.4285714285714286,615.2044556368694,2019
802,Player A,Team B,33,174.9892409014304,109.36195318600969,Forward,,,4,4,98.24105898950305,6.432224010895848,68,8,24,0,0.5762883601668132,28,8,8.295656940725776,4.069619442655281,2.9,,2020
803,Player A,Team B,34,197.0211728658758,114.42101894009237,Defender,19.0,18.0,2,1,89.96436381233228,6.621979837538151,7,11,16,5,0.6067150463828559,40,2,16.121298362944998,3.0972631684514447,3.0,444.4504828686211,2022
804,Player B,Team A,33,193.15719564772047,,Defender,,,4,2,,8.592369542549065,7,12,5,9,0.424130671302386,15,4,7.385957609272751,6.223179224095541,,,2021
805,Player D,Team B,36,164.35999959451905,87.55012777526446,Midfielder,24.0,10.0,4,4,96.20834786150432,8.090682806348397,98,11,23,7,0.7364442356247228,6,2,14.236007502232177,4.8345635531333055,1.16,286.4971430499402,2020
806,Player D,Team A,25,,101.94648147907712,Midfielder,6.0,9.0,8,1,58.45366410823607,14.863736962769975,18,7,6,9,0.9343670147690148,27,2,18.0593534511697,2.1619962554629044,13.0,222.49302432382203,2019
807,Player A,Team B,23,177.11478059411965,,Defender,,8.0,6,1,99.58319819391885,10.64091974981812,73,14,5,0,0.9255685129067763,38,0,11.868526782172069,3.029182518132064,45.0,116.90253932524678,2022
808,Player B,Team B,23,163.94629506931236,112.34750169238296,Forward,,2.0,1,1,85.84095225053731,10.23906627959043,54,0,2,5,0.4508393714041321,68,1,15.864417607869933,2.5916638764888367,2.6666666666666665,162.83342806658834,2022
809,Player A,Team B,38,184.7637238108448,,Midfielder,170.0,8.0,4,3,54.91889568096213,10.787186397699596,98,12,24,3,0.11323804584075525,75,1,17.305900294984824,0.3873371230971099,0.3888888888888889,420.1216904352206,2020
810,Player C,Team A,26,165.74766429046934,119.85192957599224,Midfielder,900.0,17.0,8,2,76.82957520690843,13.751543752018575,72,13,20,8,0.9848411989623346,85,8,7.040396373164041,5.741844876594707,0.9560439560439561,635.7202781256883,2021
811,Player C,Team B,21,180.8949305586721,74.39540598821137,Defender,50.0,11.0,1,1,109.40161438172846,7.435477688302767,71,11,14,7,0.8388980864459341,64,6,15.587403429231651,2.876449362731674,1.8235294117647058,509.1535821983191,2019
812,Player A,Team A,29,160.2887978801487,108.30984195675926,Defender,60.0,,7,4,80.65111308391265,10.109672790432324,7,14,27,3,0.12466268120326685,30,7,18.797615359830147,2.662395827511366,0.8360655737704918,,2019
813,Player D,Team A,29,172.66385393650586,98.83443759828648,Midfielder,11.0,,2,1,71.197469947124,7.709631927955746,56,11,15,1,0.9208418826173723,82,1,13.645559147833163,3.415518652075489,4.75,,2020
814,Player D,Team B,34,187.08762894690625,98.3970511650513,Forward,,0.0,3,2,62.40714279812774,12.805763109689265,71,8,16,5,0.8698963620621283,99,8,7.791833667931341,4.530779153320811,1.9444444444444444,199.2462560958886,2020
815,Player A,Team B,32,179.36155760911393,72.80849163914992,Midfielder,10.0,12.0,1,3,61.91147466887959,12.77115254902913,83,4,8,2,0.5188380571260721,3,2,6.904137973834144,8.215934213715663,7.363636363636363,210.85787607567357,2022
816,Player A,Team A,26,199.13077943995955,,Defender,21.0,7.0,8,1,96.34751857311252,14.574297186143546,6,7,25,0,0.5912754357449292,62,9,8.896029957001218,4.4722277183329044,0.5,186.9110617151211,2022
817,Player C,Team A,24,,,Midfielder,28.0,5.0,5,4,61.73703753415028,9.46822059846618,45,12,8,6,0.39900270387013026,12,1,6.552699035250239,0.0,2.8620689655172415,377.8497132798681,2022
818,Player D,Team C,27,174.36283116172604,65.29839230643941,Defender,180.0,,8,2,112.47834223794585,6.5865105202754535,21,11,16,3,0.05476163882203133,91,0,12.700911073775712,2.0579896465316567,2.3684210526315788,202.81404852350687,2019
819,Player A,Team A,33,161.819461658891,93.78477859816928,Midfielder,24.0,18.0,7,1,60.511294232126986,13.964108914420844,80,5,28,8,0.3351972416459009,30,8,6.045570240601019,1.3478159438134067,3.92,448.73173912438756,2021
820,Player C,Team C,29,,154.8988760743885,Defender,,11.0,8,3,69.2141889361481,13.906026179691132,43,6,6,9,0.8028534485980114,85,7,8.351069369543396,5.618853368717359,8.25,153.975699794399,2022
821,Player D,Team C,24,196.44937241258685,119.2683683506414,Defender,,0.0,4,0,50.61617132083461,7.346695402766966,4,2,24,9,0.004632023004602859,38,3,11.598656658683215,3.086874028832221,2.6842105263157894,184.49739385180138,2020
822,Player B,Team C,35,192.82509573676143,,Forward,,3.0,5,4,95.1571969698422,7.762698165509963,97,8,1,2,0.3334991716911442,85,6,12.108721256030321,5.367910719237816,3.6153846153846154,139.9737254841112,2022
823,Player C,Team B,32,165.1179976367906,,Defender,26.0,12.0,6,1,55.2175837666007,8.134141072413518,24,8,25,9,0.3981686935909433,60,2,13.480977277204467,6.170106958260757,3.259259259259259,675.4544828587732,2020
