PU_ID,Season,PlayerFatigue,MatchPressure,InjuryHistory
2140,2021,0.82,92,8
2141,2019,0.54,12,1
2143,2022,0.31,49,7
2146,2022,0.46,35,1
2147,2020,0.36,29,7
2149,2019,0.83,82,3
2151,2019,0.17,66,4
2154,2020,0.1,17,7
2156,2019,0.14,18,1
2159,2020,0.75,58,4
2160,2020,0.65,53,6
2161,2019,0.62,1,7
2163,2019,0.84,61,4
2164,2020,0.47,89,7
2165,2019,0.98,31,0
2166,2020,0.63,31,0
2167,2019,0.13,66,0
2170,2022,0.69,76,5
2173,2021,0.86,22,6
2176,2019,0.28,15,3
2177,2019,0.64,26,0
2180,2020,0.31,20,3
2187,2022,0.77,27,0
2189,2020,0.66,37,5
2190,2022,0.26,58,7
2191,2022,0.91,5,5
2194,2019,0.11,41,3
2195,2022,0.45,84,8
2196,2020,0.46,10,6
2197,2020,0.86,62,5
2198,2019,0.55,26,0
2201,2019,0.11,78,0
2202,2021,0.42,41,4
2207,2020,0.86,7,9
2208,2021,0.29,73,0
2214,2022,0.73,85,5
2217,2021,0.28,46,3
2220,2020,0.7,6,9
2222,2021,0.1,29,4
2224,2021,0.01,97,8
2227,2022,0.6,68,2
2229,2022,0.3,62,0
2230,2021,0.74,60,4
2232,2019,0.9,41,1
2234,2020,0.67,82,9
2236,2019,0.89,65,7
2237,2020,0.19,64,8
2238,2021,0.08,79,2
2240,2022,0.79,98,5
2242,2022,0.58,20,6
2244,2019,0.86,64,5
2245,2021,0.52,91,0
2249,2021,0.11,39,4
2250,2020,0.09,67,7
2255,2020,0.57,3,4
2256,2022,0.52,71,5
2257,2021,0.43,89,3
2258,2022,0.32,67,6
2259,2021,0.43,79,0
2260,2021,0.77,93,3
2263,2021,0.44,74,0
2266,2020,0.59,39,6
2268,2022,0.24,14,1
2269,2021,0.51,68,0
2270,2021,0.1,64,1
2272,2019,0.49,28,1
2273,2020,0.65,14,2
2274,2019,0.95,44,7
2275,2022,0.6,98,6
2276,2021,0.74,77,8
2279,2019,0.07,39,0
2281,2019,0.36,64,6
2282,2021,0.47,89,1
2283,2019,0.05,32,5
2285,2019,0.28,28,8
2286,2020,0.97,95,4
2290,2019,0.61,55,7
2291,2020,0.28,10,8
2295,2019,0.01,75,3
2297,2020,0.04,92,9
2298,2021,0.11,41,7
2300,2020,0.8,60,4
2304,2020,0.93,71,5
2305,2020,0.4,28,2
2307,2022,0.62,81,8
2308,2019,0.11,15,2
2309,2019,0.35,36,2
2311,2022,0.87,15,6
2312,2022,0.49,75,9
2313,2021,0.7,56,9
2315,2019,0.13,4,0
2318,2022,0.42,52,1
2321,2021,0.71,94,2
2324,2020,0.82,29,5
2325,2021,0.96,53,3
2328,2021,0.64,57,4
2332,2020,0.6,10,4
2335,2022,0.38,51,6
2336,2021,0.46,33,0
2337,2019,0.37,18,6
2343,2022,0.35,15,5
2344,2019,0.94,36,3
2345,2021,0.67,47,2
2346,2019,0.68,54,5
2347,2020,0.36,86,9
2348,2021,0.59,32,8
2353,2021,0.87,39,4
2354,2022,0.72,23,5
2355,2020,0.12,43,3
2358,2020,0.53,66,6
2364,2019,0.58,29,7
2366,2021,0.12,87,3
2367,2020,0.56,45,8
2368,2021,0.34,16,4
2369,2020,0.73,31,9
2370,2022,0.65,34,5
2372,2022,0.69,65,4
2373,2019,0.43,82,0
2376,2022,0.31,56,1
2377,2021,0.79,15,3
2378,2022,0.45,48,3
2379,2022,0.8,49,8
2380,2020,0.82,81,8
2384,2022,0.32,70,5
2391,2019,0.17,39,2
2394,2022,0.89,88,7
2397,2021,0.03,25,8
2399,2019,0.64,71,8
2400,2022,0.34,74,8
2402,2021,0.41,12,2
2403,2021,0.31,1,0
2404,2020,0.68,50,7
2405,2020,0.61,25,9
2406,2022,0.36,80,2
2412,2022,0.49,55,2
2415,2022,0.96,45,7
2416,2020,0.38,14,4
2417,2022,0.04,55,3
2422,2022,0.76,84,8
2423,2022,0.46,72,9
2425,2022,0.9,21,6
2427,2022,0.96,19,0
2428,2019,0.31,93,3
2430,2021,0.6,95,9
2433,2020,0.29,43,2
2436,2020,0.39,3,0
2437,2020,0.34,1,4
2440,2019,0.55,47,8
2448,2019,0.06,39,5
2451,2020,0.97,35,4
2453,2019,0.35,29,5
2454,2020,0.58,50,1
2456,2020,0.44,52,4
2457,2022,0.63,14,4
2458,2019,0.49,35,5
2459,2019,0.4,28,2
2461,2021,0.88,30,3
2463,2022,0.57,7,9
2466,2022,0.4,69,5
2468,2019,0.48,52,0
2469,2021,0.54,14,2
2471,2021,0.96,36,3
2472,2020,0.91,91,2
2475,2019,0.87,29,1
2476,2019,0.13,53,3
2482,2021,0.94,4,4
2484,2021,0.46,18,5
2486,2020,0.48,30,8
2490,2019,0.29,53,7
2495,2020,0.49,13,3
2496,2020,0.58,27,0
2504,2022,0.2,99,4
2508,2019,0.85,42,0
2509,2022,0.89,62,1
2510,2022,0.06,89,5
2511,2020,0.88,32,7
2514,2019,0.63,88,1
2515,2021,0.93,39,8
2516,2020,0.02,64,3
2519,2019,0.72,96,4
2522,2021,0.3,40,5
2524,2020,0.8,63,3
2526,2021,0.21,36,6
2527,2019,0.96,24,7
2531,2021,0.83,46,6
2533,2022,0.01,10,2
2534,2021,0.74,87,4
2536,2022,0.74,32,9
2537,2019,0.14,97,9
2538,2022,0.75,36,3
2540,2020,0.66,16,7
2542,2022,0.85,18,4
2545,2022,0.49,75,8
2546,2021,0.08,70,3
2549,2022,0.07,76,1
2550,2021,0.35,38,8
2551,2022,0.11,92,8
2554,2022,0.07,81,8
2556,2021,0.52,32,1
2557,2022,0.3,8,6
2558,2020,0.08,40,8
2559,2022,0.5,56,5
2560,2019,0.79,63,3
2561,2020,0.71,88,0
2562,2019,0.05,74,3
2565,2021,0.3,89,9
2566,2021,0.23,57,4
2567,2022,0.28,74,2
2572,2019,0.32,2,7
2573,2021,0.48,93,4
2575,2020,0.64,50,3
2577,2021,0.6,95,5
2578,2019,0.36,81,9
2579,2022,0.65,10,6
2584,2020,0.59,21,7
2587,2021,0.68,41,3
2588,2021,0.24,46,6
2589,2019,0.71,45,3
2591,2019,0.8,51,6
2593,2020,0.52,52,0
2595,2019,0.78,51,8
2596,2020,0.27,3,3
2600,2021,0.63,91,3
2601,2021,0.05,1,3
2602,2020,0.75,57,9
2604,2021,0.0,50,5
2606,2022,0.05,14,8
2609,2022,0.06,3,5
2610,2019,0.84,98,3
2614,2021,0.32,34,2
2615,2021,0.1,90,4
2619,2021,0.31,84,2
2624,2019,0.38,25,2
2627,2022,0.69,26,6
2629,2022,0.39,37,2
2630,2021,0.63,16,7
2633,2020,0.17,24,6
2635,2021,0.67,20,1
2639,2022,0.7,31,0
2640,2019,0.3,19,4
2644,2019,0.05,94,5
2646,2022,0.96,44,4
2647,2019,0.5,35,9
2648,2019,0.43,71,6
2651,2019,0.37,87,9
2653,2022,0.05,94,5
2657,2022,0.85,82,2
2659,2022,0.66,23,1
2665,2020,0.3,28,4
2667,2020,0.65,34,8
2669,2019,0.32,57,3
2671,2022,0.4,97,1
2672,2019,0.71,55,6
2675,2021,0.29,93,5
2677,2021,0.06,68,8
2678,2020,0.11,76,8
2680,2021,0.27,61,8
2684,2020,0.34,74,1
2686,2021,0.12,18,6
2691,2021,0.6,31,1
2696,2019,0.68,34,4
2700,2019,0.52,85,7
2701,2021,0.98,85,8
2702,2020,0.13,18,1
2704,2020,0.77,19,6
2705,2020,0.81,4,4
2707,2021,0.27,82,6
2708,2019,0.02,29,1
2710,2022,0.77,56,0
2711,2022,0.52,77,4
2712,2020,0.35,63,7
2713,2020,0.37,27,0
2714,2021,0.0,60,6
2715,2019,0.3,83,6
2716,2022,0.65,49,6
2718,2020,0.85,38,2
2719,2022,0.02,83,1
2720,2021,0.9,52,4
2721,2022,0.78,1,1
2722,2021,0.78,40,4
2723,2019,0.46,81,4
2725,2022,0.3,86,6
2729,2019,0.48,32,3
2731,2021,0.47,68,8
2739,2022,0.08,65,9
2745,2020,0.78,66,2
2746,2020,0.58,9,3
2748,2019,0.81,23,9
2750,2020,0.39,51,9
2752,2020,0.26,25,7
2753,2022,0.35,80,9
2755,2022,0.29,17,3
2756,2021,0.47,18,3
2757,2019,0.89,27,1
2758,2020,0.71,15,7
2759,2021,0.06,81,2
2761,2020,0.01,80,6
2763,2021,0.45,42,5
2768,2022,0.5,10,3
2773,2022,0.46,23,3
2775,2021,0.43,13,1
2778,2021,0.45,92,0
2779,2021,0.21,57,9
2781,2020,0.84,33,2
2782,2022,0.98,20,1
2784,2022,0.85,48,4
2789,2021,0.99,14,2
2790,2019,0.71,19,6
2791,2019,0.98,71,5
2798,2022,0.98,2,2
2800,2020,0.79,68,3
2801,2021,0.91,17,3
2802,2020,0.94,81,6
2803,2019,0.96,92,0
2808,2021,0.48,88,3
2809,2021,0.72,93,5
2811,2022,0.64,38,0
2813,2021,0.16,29,6
2814,2020,0.57,19,1
2819,2022,0.36,23,4
2822,2020,0.63,48,2
2823,2022,0.22,52,6
2824,2019,0.32,8,8
2825,2021,0.85,55,8
2827,2020,0.1,77,2
2829,2020,0.03,85,2
2830,2019,0.48,31,9
2831,2020,0.66,48,1
2832,2019,0.12,61,4
2833,2022,0.29,52,7
2835,2019,0.92,91,0
2836,2022,0.99,36,2
2837,2021,0.04,87,4
2840,2019,0.39,13,9
2842,2019,0.92,47,6
2845,2019,0.36,22,6
2848,2020,0.56,58,0
2849,2021,0.36,30,5
2850,2021,0.66,18,8
2855,2020,0.51,26,6
2857,2021,0.04,7,1
2859,2019,0.18,65,3
2860,2020,0.87,46,0
2864,2022,0.44,8,6
2867,2020,0.76,17,1
2870,2019,0.89,48,3
2871,2019,0.95,63,3
2879,2022,0.19,8,9
2881,2021,0.86,32,2
2882,2021,0.21,45,0
2883,2019,0.07,52,9
2884,2020,0.07,79,7
2885,2021,0.94,82,0
2886,2020,0.51,13,1
2888,2022,0.81,40,5
2889,2020,0.84,14,3
2890,2020,0.33,92,3
2891,2020,0.69,75,8
2895,2021,0.88,61,2
2898,2021,0.43,66,7
2899,2019,0.04,32,0
2900,2019,0.13,13,1
2901,2019,0.77,33,5
2903,2022,0.42,56,0
2904,2022,0.52,24,5
2907,2020,0.23,88,5
2910,2021,0.23,98,0
2912,2022,0.73,30,6
2913,2020,0.97,90,5
2915,2020,0.66,16,3
2917,2019,0.85,49,7
2919,2022,0.3,44,3
2920,2019,0.33,25,1
2923,2021,0.18,1,2
2927,2020,0.98,98,7
2929,2020,0.39,52,2
2930,2019,0.59,58,1
2931,2021,0.66,41,3
2933,2019,0.54,4,7
2935,2021,0.17,68,3
2936,2020,0.78,7,4
2938,2019,0.95,9,3
2939,2019,0.04,87,7
2941,2019,0.6,33,8
2943,2022,0.71,4,1
2944,2021,0.76,65,1
2945,2021,0.1,34,9
2949,2022,0.93,79,9
2951,2021,0.7,64,6
2952,2019,0.71,25,9
2953,2021,0.46,55,3
2954,2022,0.92,9,6
2957,2021,0.86,60,5
2958,2020,0.27,13,2
2959,2021,0.81,3,4
2960,2019,0.2,68,9
2961,2021,0.35,4,1
2963,2019,0.98,7,4
2965,2022,0.7,75,3
2966,2021,0.73,24,5
2967,2021,0.56,10,8
2968,2022,0.95,13,3
2969,2019,0.5,44,5
2970,2022,0.38,39,8
2973,2021,0.73,19,7
2977,2021,0.01,47,3
2980,2019,0.44,76,8
2981,2020,0.23,93,9
2982,2020,0.7,21,0
2984,2021,0.55,48,0
2988,2022,0.72,59,8
2989,2020,0.86,91,4
2991,2019,0.8,63,0
2992,2022,0.55,12,0
2993,2019,0.4,87,6
2994,2019,0.13,34,9
2996,2021,0.16,87,7
3002,2020,0.25,94,4
3003,2019,0.62,13,3
3004,2022,0.57,42,3
3005,2022,0.83,49,7
3008,2022,0.67,47,0
3010,2021,0.55,55,3
3012,2021,0.31,18,4
3017,2019,0.4,24,6
3020,2020,0.29,91,1
3023,2020,0.33,42,7
3024,2021,0.06,31,7
3025,2020,0.37,74,1
3027,2022,0.64,86,7
3028,2020,0.67,76,0
3032,2022,0.75,52,5
3035,2020,0.28,59,0
3036,2019,0.43,77,5
3037,2022,0.98,14,2
3038,2019,0.07,44,3
3042,2022,0.11,93,1
3044,2022,0.74,16,5
3045,2020,0.7,35,1
3047,2021,0.35,34,6
3048,2021,0.4,3,6
3049,2021,0.26,68,1
3051,2021,0.48,10,9
3055,2021,0.97,31,4
3056,2019,0.6,66,5
3057,2020,0.08,76,8
3058,2021,0.08,91,5
3061,2021,0.09,27,9
3063,2021,0.62,33,5
3067,2021,0.97,85,0
3068,2021,0.25,88,0
3069,2021,0.68,44,3
3070,2022,0.71,95,1
3071,2019,0.61,88,2
3072,2020,0.31,49,6
3074,2020,0.6,74,2
3075,2020,0.87,49,1
3076,2021,0.95,66,0
3077,2019,0.11,95,8
3079,2022,0.94,25,2
3081,2022,0.88,51,3
3082,2021,0.2,11,9
3084,2022,0.7,66,6
3090,2022,0.45,85,4
3092,2020,0.4,92,9
3093,2022,0.84,72,2
3095,2019,0.67,20,6
3099,2021,0.43,61,6
3104,2021,0.26,69,6
3105,2021,0.43,73,9
3106,2020,0.72,7,0
3107,2022,0.01,60,6
3109,2022,0.61,5,6
3110,2020,0.64,11,2
3112,2021,0.71,64,4
3114,2019,0.2,13,7
3116,2021,0.74,6,0
3117,2021,0.01,56,6
3118,2020,0.25,64,5
3119,2019,0.21,50,5
3121,2022,0.25,22,2
3122,2019,0.06,25,3
3123,2019,0.46,28,2
3125,2019,0.61,39,2
3126,2022,0.67,67,5
3128,2019,0.95,65,3
3135,2019,0.62,95,6
3142,2020,0.58,26,7
3149,2020,0.45,45,9
3152,2020,0.71,38,4
3153,2020,0.43,40,7
3154,2020,0.44,63,7
3155,2022,0.65,82,4
3157,2020,0.06,93,5
3159,2020,0.29,6,3
3161,2021,0.02,14,3
3162,2019,0.3,66,0
3163,2022,0.5,96,2
3166,2019,0.93,86,6
3173,2022,0.16,15,3
3174,2019,0.07,37,5
3176,2019,0.66,48,6
3178,2021,0.81,12,4
3179,2021,0.69,67,3
3180,2020,0.11,30,8
3183,2020,0.25,66,6
3184,2019,0.52,7,6
3185,2021,0.54,34,0
3187,2019,0.35,39,1
3189,2022,0.79,43,1
3193,2019,0.33,46,4
3196,2022,0.94,81,7
3197,2021,0.88,3,0
3198,2022,0.1,74,9
3201,2021,0.5,18,0
3202,2019,0.19,67,2
3203,2020,0.86,62,9
3204,2021,0.68,10,7
3205,2019,0.84,52,3
3206,2022,0.86,73,6
3207,2022,0.75,46,6
3210,2019,0.16,75,9
3211,2022,0.67,60,3
3212,2020,0.18,97,6
3213,2021,0.69,26,4
3214,2022,0.23,27,1
3217,2019,0.0,26,7
3220,2021,0.51,35,3
3221,2020,0.16,66,0
3224,2020,0.17,51,2
3225,2022,0.89,18,3
3229,2022,0.22,82,8
3230,2021,0.52,7,3
3231,2019,0.61,97,9
3236,2022,0.22,39,3
3238,2022,0.62,9,4
3240,2022,0.42,23,4
3242,2020,0.54,88,7
3244,2020,0.7,73,4
3245,2019,0.17,77,2
3248,2021,0.87,81,6
3249,2019,0.63,7,4
3251,2020,0.12,50,4
3258,2020,0.39,21,3
3261,2019,0.51,46,0
3267,2020,0.56,82,4
3268,2019,0.63,53,7
3271,2019,0.01,25,0
3276,2022,0.84,90,6
3277,2020,0.49,95,6
3278,2021,0.33,96,1
3279,2022,0.79,21,7
3284,2019,0.47,14,0
3286,2019,0.39,66,2
3287,2019,0.8,51,9
3288,2020,0.9,79,1
3289,2022,0.2,60,9
3293,2020,0.54,1,1
3299,2022,0.8,54,1
3300,2021,0.43,47,8
3301,2020,1.0,39,9
3303,2022,0.32,7,3
3307,2019,0.07,74,3
3310,2019,0.72,10,8
3311,2020,0.66,14,3
3315,2019,0.66,21,5
3316,2019,0.48,62,6
3317,2019,0.01,97,3
3320,2022,0.55,82,2
3321,2021,0.07,99,1
3322,2022,0.77,62,4
3324,2022,0.78,53,9
3327,2022,0.52,62,5
3328,2022,0.14,34,7
3329,2022,0.67,22,5
3330,2020,0.62,68,3
3331,2019,0.74,57,2
3334,2019,0.89,8,1
3335,2019,0.75,97,1
3340,2020,0.89,45,9
3345,2022,0.72,5,2
3346,2019,0.27,10,7
3347,2021,0.2,12,1
3350,2020,0.21,21,8
3351,2019,0.42,21,2
3352,2021,0.91,65,4
3354,2020,0.19,69,8
3355,2021,0.08,89,5
3357,2021,0.38,49,0
3358,2019,0.82,72,0
3359,2022,0.66,17,6
3361,2021,0.27,32,6
3362,2020,0.69,70,0
3363,2020,0.26,21,3
3364,2019,0.94,7,9
3368,2020,0.19,73,0
3370,2021,0.22,79,1
3371,2020,0.6,66,1
3374,2022,0.81,82,5
3375,2021,0.78,86,0
3376,2019,0.76,10,0
3378,2022,0.09,7,7
3380,2021,0.37,14,8
3381,2019,0.43,44,3
3385,2021,0.88,13,8
3386,2019,0.24,16,0
3396,2022,0.83,90,7
3398,2022,0.25,77,9
3401,2019,0.09,55,1
3402,2019,1.0,55,3
3405,2020,0.81,4,5
3406,2021,0.86,85,1
3410,2021,0.41,37,0
3412,2019,0.02,67,2
3414,2020,0.78,1,6
3417,2022,0.65,33,5
3418,2020,0.23,52,4
3419,2019,0.01,41,6
3420,2021,0.76,23,9
3422,2022,0.76,71,1
3423,2020,0.04,57,3
3424,2019,0.84,6,2
3425,2019,0.62,49,3
3426,2020,0.56,22,6
3428,2019,0.86,76,3
3430,2022,0.58,72,6
3431,2021,0.99,64,4
3432,2022,0.76,37,6
3438,2020,0.93,40,5
3443,2019,1.0,81,7
3444,2019,0.98,87,5
3445,2019,0.65,9,8
3446,2022,0.8,2,1
3448,2022,0.59,96,9
3449,2019,0.05,51,9
3452,2021,0.68,30,3
3454,2019,0.94,3,1
3458,2020,0.7,10,1
3461,2021,0.16,47,9
3463,2019,0.6,1,3
3464,2020,0.18,94,5
3466,2020,0.46,38,6
3471,2021,0.78,82,0
3472,2019,0.61,65,7
3475,2021,0.8,67,8
3476,2020,0.96,17,9
3477,2020,0.54,8,3
3478,2020,0.49,60,4
3481,2020,0.57,89,8
3484,2022,0.58,12,0
3485,2021,0.59,93,9
3486,2020,0.35,89,5
3488,2020,0.03,89,8
3489,2022,0.42,93,6
3493,2019,0.88,78,8
3495,2019,0.21,38,8
3499,2019,0.74,72,8
3500,2021,0.29,36,3
3502,2019,1.0,7,5
3508,2021,0.85,29,8
3512,2020,0.98,39,7
3516,2020,0.09,67,4
3517,2021,0.39,65,0
3519,2020,0.21,21,3
3521,2020,0.47,96,6
3524,2021,0.17,22,0
3525,2019,0.15,94,8
3527,2022,0.76,4,6
3528,2020,0.97,87,5
3529,2019,0.44,55,8
3531,2020,0.8,89,6
3532,2020,0.33,12,4
3534,2022,0.23,79,0
3538,2022,0.67,93,4
3539,2020,0.06,76,7
3540,2022,0.21,65,0
3543,2019,0.34,18,6
3544,2021,0.86,47,6
3545,2019,0.15,66,8
3546,2022,0.08,49,5
3547,2022,0.48,72,3
3548,2022,0.3,22,6
3549,2020,0.56,86,6
3551,2020,0.14,90,1
3552,2021,0.58,9,8
3553,2019,0.51,21,7
3556,2022,0.27,6,0
3557,2019,0.49,14,8
3558,2022,0.08,33,9
3559,2021,0.46,71,7
3561,2022,0.82,73,9
3563,2019,0.42,87,9
3567,2022,0.67,35,9
3572,2022,0.84,64,6
3578,2019,0.74,74,7
3581,2020,0.84,90,7
3582,2019,0.36,15,3
3583,2022,0.86,17,6
3584,2019,0.41,91,0
3589,2021,0.2,69,7
3590,2019,0.95,24,9
3596,2020,0.23,44,6
3597,2019,0.55,98,4
3599,2020,0.66,84,1
3601,2019,0.57,41,1
3602,2021,0.19,96,9
3603,2019,0.28,68,4
3605,2019,0.18,53,0
3609,2019,0.97,22,1
3610,2020,0.57,46,8
3612,2020,0.37,16,6
3613,2020,0.8,79,1
3614,2021,0.37,5,6
3616,2021,0.56,23,6
3618,2019,0.8,74,8
3619,2021,0.18,5,1
3621,2020,0.22,79,1
3622,2021,0.22,82,7
3624,2020,0.25,8,8
3626,2019,0.0,21,2
3629,2019,0.63,72,2
3631,2019,0.15,96,1
3633,2021,0.35,68,8
3635,2021,0.49,94,4
3638,2019,0.29,82,7
3640,2021,0.24,93,6
3641,2019,0.91,87,3
3642,2020,0.47,97,1
3644,2019,0.76,47,5
3645,2019,0.15,82,8
3648,2019,0.6,97,1
3649,2019,1.0,7,0
3650,2020,0.77,92,2
3653,2019,0.17,98,8
3655,2021,0.2,19,8
3659,2019,0.91,69,7
3660,2021,0.51,87,0
3666,2022,0.84,32,4
3667,2019,0.16,59,3
3672,2020,0.72,11,7
3673,2019,0.11,97,2
3675,2021,0.28,54,1
3676,2021,0.17,57,5
3679,2019,0.39,71,1
3680,2022,0.75,31,1
3684,2020,0.68,38,3
3686,2021,0.93,10,0
3691,2021,0.52,20,3
3692,2022,0.78,20,9
3693,2022,0.23,9,2
3694,2022,0.35,72,8
3695,2022,0.03,15,0
3696,2021,0.96,98,5
3699,2019,0.27,63,3
3704,2019,0.95,85,0
3705,2022,0.88,68,9
3707,2022,0.28,80,6
3710,2022,0.01,62,4
3718,2019,0.44,15,3
3720,2022,0.34,66,6
3721,2022,0.83,88,3
3722,2022,0.94,56,7
3727,2019,0.09,28,9
3732,2021,0.45,90,6
3733,2022,0.5,51,0
3736,2022,0.66,25,2
3738,2021,0.75,76,9
3740,2019,0.9,71,9
3741,2020,0.82,64,9
3742,2019,0.76,61,2
3743,2020,0.06,12,6
3745,2022,0.21,69,3
3746,2022,0.66,14,9
3747,2020,0.41,34,8
3748,2019,0.4,48,0
3749,2020,0.88,61,0
3750,2021,0.9,81,4
3753,2020,0.69,59,8
3755,2021,0.19,79,6
3757,2020,0.34,42,1
3761,2021,0.73,69,4
3765,2021,0.3,47,6
3767,2022,0.43,36,9
3768,2021,0.16,63,8
3769,2019,0.12,76,2
3770,2019,0.55,82,1
3773,2019,0.73,34,2
3775,2020,0.93,49,4
3776,2021,0.82,18,3
3777,2020,0.57,61,4
3780,2020,0.4,5,8
3781,2020,0.33,89,9
3783,2021,0.83,93,7
3784,2020,0.8,64,4
3794,2019,0.03,88,5
3796,2019,0.53,21,7
3797,2020,0.1,20,0
3799,2022,0.57,89,7
3802,2020,0.82,15,8
3807,2021,0.35,76,3
3808,2020,0.05,4,1
3811,2019,0.46,81,5
3813,2021,0.61,16,4
3816,2022,0.36,92,9
3818,2020,0.82,12,8
3820,2019,0.35,50,3
3824,2022,0.21,79,4
3825,2021,0.08,38,0
3829,2019,0.22,96,1
3830,2021,0.38,59,2
3831,2019,0.81,20,8
3832,2020,0.82,36,6
3833,2020,0.38,97,2
3836,2020,0.93,3,9
3837,2020,0.12,93,3
3841,2022,0.03,31,7
3844,2020,0.16,71,6
3845,2019,0.66,70,6
3849,2022,0.07,7,9
3850,2020,0.42,36,9
3852,2019,0.61,84,6
3854,2022,0.66,25,7
3856,2022,0.35,59,5
3860,2019,0.81,18,2
3862,2021,0.37,19,1
3863,2021,0.26,4,0
3864,2021,0.11,65,1
3866,2020,0.41,15,9
3869,2022,0.07,72,2
3870,2019,0.4,15,1
3871,2020,0.18,79,3
3873,2021,0.83,22,6
3878,2021,0.56,20,1
3880,2020,0.5,67,0
3881,2021,0.73,30,1
3885,2019,0.93,26,3
3886,2021,0.92,57,9
3887,2022,0.64,69,9
3894,2019,0.73,56,2
3895,2022,0.82,55,5
3899,2021,0.84,84,7
3900,2020,0.43,25,3
3903,2022,0.25,60,1
3904,2020,0.84,43,7
3905,2022,0.48,62,2
3906,2021,0.51,76,4
3908,2021,0.57,63,8
3910,2022,0.04,54,4
3912,2022,0.01,55,6
3913,2020,0.98,94,6
3914,2022,0.97,43,7
3916,2019,0.73,38,4
3917,2020,0.35,45,0
3921,2022,0.4,30,7
3924,2020,0.99,63,1
3925,2021,0.03,11,5
3926,2019,0.6,78,5
3928,2019,0.69,80,7
3934,2019,0.31,97,9
3936,2020,0.42,61,3
3937,2019,0.16,78,7
3939,2022,0.42,5,7
3941,2021,0.9,18,7
3944,2021,0.1,94,7
3947,2022,0.6,30,4
3948,2019,0.16,55,6
3950,2022,0.02,69,8
3954,2020,0.23,91,8
3956,2021,0.93,30,1
3957,2020,0.42,77,0
3961,2020,0.39,79,7
3963,2022,0.58,84,1
3964,2019,0.01,45,6
3967,2022,0.04,5,0
3971,2020,0.54,26,7
3973,2019,0.71,13,0
3975,2022,0.9,69,9
3976,2021,0.37,25,6
3977,2019,0.55,13,5
3990,2021,0.08,42,8
3992,2019,0.75,37,7
3993,2021,0.05,11,0
3994,2019,0.49,27,5
3995,2020,0.44,94,1
4005,2020,0.27,28,8
4008,2020,0.68,30,5
4011,2021,0.39,69,3
4012,2022,0.7,15,0
4013,2022,0.19,38,0
4015,2021,0.26,14,6
4016,2020,0.89,57,0
4017,2020,0.9,59,5
4020,2019,0.41,19,5
4021,2019,0.24,32,2
4023,2019,0.83,29,3
4027,2019,0.16,13,5
4030,2021,0.67,26,8
4033,2022,0.99,37,1
4035,2021,0.99,92,2
4036,2019,0.98,96,5
4037,2020,0.79,52,9
4038,2021,0.66,54,6
4039,2021,0.58,3,5
4043,2021,0.62,14,8
4044,2022,0.41,3,6
4045,2019,0.43,24,6
4046,2021,0.33,13,3
4048,2019,0.85,29,5
4052,2020,0.82,31,3
4053,2019,0.56,63,6
4054,2019,0.78,26,6
4056,2021,0.82,82,6
4057,2021,0.04,57,1
4058,2021,0.89,7,4
4060,2022,0.29,80,1
4062,2019,0.77,33,5
4063,2022,0.25,3,2
4064,2022,0.87,4,5
4067,2019,0.98,9,9
4071,2022,0.68,97,0
4072,2021,0.59,20,8
4074,2021,0.68,22,5
4075,2020,0.58,52,6
4078,2021,0.77,3,6
4080,2020,0.69,94,0
4081,2021,0.23,8,4
4086,2021,0.13,40,7
4089,2020,0.04,24,6
4092,2022,0.48,26,8
4093,2020,0.93,9,2
4095,2022,0.47,56,3
4097,2020,0.08,36,0
4099,2020,0.03,73,4
4100,2022,0.63,22,8
4101,2020,0.43,1,0
4102,2021,0.55,69,3
4105,2020,0.66,83,4
4107,2022,0.05,96,1
4109,2020,0.58,84,8
4110,2021,0.56,43,4
4112,2020,0.07,94,1
4113,2020,0.09,74,6
4115,2021,0.34,25,6
4116,2022,0.92,93,7
4118,2022,0.14,21,4
4122,2022,0.7,42,7
4123,2019,0.9,2,6
4125,2019,0.68,8,6
4127,2020,0.95,61,7
4128,2022,0.3,14,1
4129,2020,0.0,77,1
4131,2020,0.22,24,9
4133,2021,0.63,82,2
4135,2022,0.02,64,8
4136,2019,0.73,64,2
4139,2020,0.56,57,3
4141,2019,0.13,33,3
4142,2020,0.09,52,7
4143,2019,0.83,95,6
4147,2022,0.4,51,5
4148,2020,0.73,89,1
4152,2021,0.71,34,2
4153,2020,0.36,67,4
4156,2019,0.54,96,4
4159,2021,0.57,84,0
4160,2022,0.51,70,0
4162,2022,0.55,43,4
4164,2022,0.61,29,1
4165,2022,0.39,81,8
4167,2021,0.09,53,8
4169,2022,0.1,38,3
4171,2020,0.99,4,4
4172,2022,0.44,2,7
4174,2022,0.87,35,1
4176,2019,0.58,72,9
4179,2022,0.31,35,6
4180,2019,0.4,48,2
4181,2019,0.67,15,5
4183,2020,0.32,15,5
4187,2022,0.58,22,0
4189,2022,0.7,22,8
4192,2021,0.5,44,5
4194,2019,0.62,92,1
4195,2021,0.19,9,4
4196,2020,0.03,34,3
4197,2020,0.28,73,6
4198,2019,0.44,15,5
4202,2021,0.13,72,4
4203,2020,0.96,58,2
4204,2021,0.11,92,7
4205,2022,0.48,19,6
4209,2020,0.06,33,2
4211,2019,0.59,18,1
4212,2021,0.54,35,0
4213,2020,0.23,43,4
4214,2022,0.64,50,3
4215,2019,0.82,3,1
