PU_ID,Team,Season,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets
760,Team A,2020,210.0,12.0,3,2,58.73,11.47,31,14,6,1
763,Team C,2021,6.0,12.0,8,1,64.36,5.43,66,11,17,8
765,Team B,2020,2.0,8.0,1,0,57.64,6.26,57,0,25,9
766,Team A,2022,27.0,11.0,5,0,71.71,14.29,19,14,13,8
770,Team A,2020,14.0,15.0,3,3,66.91,6.75,23,1,24,4
771,Team B,2020,4.0,11.0,2,2,83.03,12.91,12,2,5,9
772,Team C,2020,210.0,0.0,1,2,88.45,7.89,71,1,14,3
773,Team A,2020,15.0,3.0,5,0,67.8,7.45,41,1,9,3
775,Team B,2021,18.0,6.0,3,4,74.72,6.5,78,7,11,3
777,Team C,2020,2.0,12.0,4,3,82.23,8.06,78,5,27,8
778,Team B,2022,18.0,7.0,3,2,51.9,9.05,25,2,16,8
779,Team A,2022,0.0,19.0,3,1,74.0,12.6,37,4,17,4
781,Team B,2022,0.0,9.0,9,0,67.66,12.64,54,6,5,1
782,Team B,2020,25.0,7.0,3,1,72.04,12.27,96,4,18,4
783,Team C,2022,9.0,19.0,7,0,64.37,14.91,9,6,1,6
786,Team A,2021,5.0,14.0,9,2,62.35,9.62,2,3,19,8
788,Team C,2019,5.0,12.0,5,1,116.27,8.05,61,13,28,7
789,Team C,2021,20.0,11.0,9,3,96.31,6.64,69,13,25,8
790,Team C,2022,15.0,2.0,4,4,65.4,12.12,40,9,8,6
792,Team C,2022,7.0,4.0,9,2,66.09,11.25,92,8,11,8
793,Team C,2020,26.0,2.0,8,1,73.9,8.23,3,3,15,7
794,Team B,2019,2.0,4.0,9,2,95.19,10.06,2,9,28,7
796,Team A,2020,20.0,5.0,9,4,92.82,9.12,50,0,1,1
797,Team B,2022,130.0,15.0,5,0,77.88,12.32,54,14,15,3
801,Team A,2019,20.0,17.0,7,3,56.39,13.64,69,10,27,9
803,Team B,2022,19.0,18.0,2,1,89.96,6.62,7,11,16,5
805,Team B,2020,24.0,10.0,4,4,96.21,8.09,98,11,23,7
806,Team A,2019,6.0,9.0,8,1,58.45,14.86,18,7,6,9
809,Team B,2020,170.0,8.0,4,3,54.92,10.79,98,12,24,3
810,Team A,2021,900.0,17.0,8,2,76.83,13.75,72,13,20,8
811,Team B,2019,50.0,11.0,1,1,109.4,7.44,71,11,14,7
815,Team B,2022,10.0,12.0,1,3,61.91,12.77,83,4,8,2
816,Team A,2022,21.0,7.0,8,1,96.35,14.57,6,7,25,0
817,Team A,2022,28.0,5.0,5,4,61.74,9.47,45,12,8,6
819,Team A,2021,24.0,18.0,7,1,60.51,13.96,80,5,28,8
823,Team B,2020,26.0,12.0,6,1,55.22,8.13,24,8,25,9
824,Team B,2022,180.0,16.0,4,1,67.87,9.52,46,9,5,9
825,Team A,2019,1.0,18.0,0,0,92.13,13.29,42,12,9,9
827,Team B,2019,8.0,4.0,1,0,92.08,12.0,63,1,13,1
832,Team C,2022,28.0,16.0,9,0,78.08,14.21,46,2,4,2
835,Team C,2019,17.0,18.0,2,1,61.33,6.09,22,1,26,7
836,Team A,2020,5.0,7.0,7,3,91.43,5.8,49,5,4,5
837,Team C,2020,22.0,15.0,7,0,77.69,6.29,86,14,23,8
839,Team C,2020,2.0,2.0,7,1,60.51,10.76,10,9,5,6
845,Team B,2020,29.0,11.0,2,3,77.19,9.6,36,7,9,4
846,Team B,2022,11.0,12.0,1,2,76.08,9.26,83,1,8,6
850,Team C,2019,8.0,5.0,3,2,78.48,14.05,41,3,24,5
851,Team B,2021,16.0,14.0,9,1,63.01,9.99,29,9,13,5
852,Team C,2021,7.0,15.0,7,0,50.1,8.83,93,1,4,1
855,Team A,2019,160.0,4.0,5,2,92.86,13.48,37,11,22,0
861,Team B,2020,20.0,6.0,1,4,70.42,12.58,6,12,8,9
862,Team A,2019,240.0,10.0,4,4,62.79,6.77,95,4,12,4
863,Team A,2022,0.0,1.0,6,2,72.4,12.49,81,9,13,5
864,Team C,2022,8.0,1.0,6,3,99.33,5.81,33,7,7,5
865,Team B,2020,19.0,5.0,3,1,78.66,9.94,62,1,13,8
866,Team A,2020,2.0,2.0,2,4,91.55,8.71,1,0,12,2
868,Team A,2019,5.0,19.0,1,0,97.8,6.6,6,1,22,6
870,Team C,2019,80.0,13.0,9,0,96.51,5.49,94,5,21,4
871,Team B,2021,40.0,16.0,4,3,94.9,12.02,17,14,1,6
872,Team C,2019,28.0,17.0,0,4,53.37,7.94,19,3,11,7
873,Team A,2021,15.0,3.0,6,3,80.24,14.76,6,12,15,8
876,Team B,2022,20.0,3.0,1,4,54.59,7.36,36,8,15,5
877,Team B,2021,19.0,14.0,7,1,91.47,11.39,97,8,21,3
879,Team A,2019,22.0,13.0,0,2,63.16,6.87,41,4,15,8
881,Team A,2020,9.0,4.0,6,1,82.01,12.24,79,10,12,5
883,Team C,2022,2.0,12.0,2,4,89.55,10.36,31,11,26,0
886,Team C,2020,22.0,5.0,4,4,73.61,13.03,25,11,1,8
887,Team A,2021,30.0,4.0,6,1,83.46,9.21,29,3,20,3
888,Team B,2020,90.0,2.0,5,1,97.96,13.44,40,11,15,1
889,Team A,2020,100.0,19.0,9,2,76.01,9.42,8,9,2,7
891,Team B,2022,7.0,2.0,1,0,66.26,8.41,55,1,1,0
895,Team A,2022,7.0,17.0,7,2,76.82,11.39,22,13,19,0
897,Team B,2020,16.0,6.0,7,3,99.83,6.62,51,0,4,8
898,Team C,2022,22.0,19.0,4,4,99.31,6.03,20,11,7,0
900,Team B,2019,18.0,9.0,7,1,66.92,12.28,85,5,3,8
901,Team C,2020,27.0,19.0,3,3,63.73,8.24,22,12,13,1
902,Team C,2020,19.0,15.0,1,0,59.98,11.75,68,13,22,1
903,Team A,2022,5.0,5.0,6,4,57.51,10.71,17,11,26,6
904,Team C,2022,4.0,16.0,0,3,75.59,14.41,36,9,14,9
905,Team A,2020,7.0,5.0,1,2,93.62,7.1,6,12,20,8
907,Team C,2021,20.0,9.0,6,1,93.63,9.14,2,12,23,8
911,Team C,2022,13.0,10.0,4,3,52.62,10.28,70,10,14,7
913,Team C,2019,14.0,17.0,1,2,68.41,13.66,57,2,8,7
914,Team A,2022,12.0,1.0,6,0,60.24,12.81,30,2,17,7
915,Team C,2021,20.0,1.0,8,1,71.92,8.03,7,13,25,9
917,Team A,2022,26.0,10.0,9,0,90.43,13.68,14,9,8,8
918,Team B,2019,20.0,18.0,9,1,93.45,11.26,6,7,3,4
919,Team B,2019,25.0,19.0,7,1,105.07,5.19,6,8,24,3
924,Team C,2021,24.0,7.0,3,2,64.74,9.08,58,5,15,4
925,Team C,2019,3.0,12.0,3,3,54.74,7.12,19,12,25,9
928,Team A,2021,21.0,2.0,6,1,61.01,8.87,13,14,29,2
929,Team A,2019,2.0,5.0,5,4,63.15,6.37,14,8,25,3
930,Team B,2020,18.0,5.0,9,2,88.65,8.59,81,5,6,8
931,Team A,2022,8.0,5.0,5,1,89.65,6.29,9,6,11,4
934,Team C,2020,130.0,9.0,4,2,52.78,7.92,64,12,14,8
935,Team A,2021,6.0,4.0,2,4,63.57,10.44,54,4,17,3
936,Team B,2019,20.0,18.0,2,2,86.56,6.19,27,2,1,2
940,Team A,2020,1.0,9.0,5,3,87.74,8.48,59,2,6,7
941,Team C,2021,26.0,1.0,5,1,74.04,13.72,2,8,19,0
942,Team B,2020,24.0,8.0,7,0,54.2,8.93,74,2,1,5
944,Team C,2022,27.0,16.0,7,1,91.58,14.77,93,13,1,2
945,Team B,2022,27.0,5.0,7,1,81.48,11.43,38,13,4,8
946,Team B,2022,27.0,10.0,3,0,63.96,10.0,53,0,2,8
947,Team B,2022,130.0,4.0,6,1,87.86,5.98,31,7,2,5
953,Team B,2020,22.0,0.0,2,0,73.39,5.45,98,3,26,2
955,Team B,2022,20.0,5.0,7,4,51.33,7.28,97,12,27,4
956,Team B,2021,13.0,10.0,4,2,74.98,9.9,4,3,20,7
958,Team C,2019,170.0,19.0,3,4,62.07,9.89,91,4,5,2
960,Team B,2020,60.0,15.0,6,3,86.94,10.94,2,14,28,2
961,Team C,2020,4.0,15.0,5,4,86.49,14.1,27,11,20,4
962,Team B,2022,11.0,6.0,7,1,53.26,13.07,65,8,9,8
963,Team B,2021,80.0,7.0,5,2,89.34,7.42,33,9,0,7
969,Team A,2022,11.0,10.0,5,4,117.68,6.69,64,7,24,6
972,Team A,2020,22.0,5.0,7,0,50.25,14.5,18,12,21,1
975,Team A,2021,29.0,8.0,2,0,65.36,5.27,40,12,16,2
976,Team B,2020,12.0,10.0,3,0,90.19,9.83,92,13,0,6
977,Team C,2019,15.0,15.0,7,0,97.2,9.06,96,9,0,4
979,Team B,2022,18.0,12.0,3,1,51.07,7.87,64,0,25,8
980,Team A,2022,24.0,17.0,6,1,70.12,8.86,49,14,6,7
981,Team B,2020,80.0,0.0,0,0,66.76,5.94,40,13,6,0
982,Team C,2021,220.0,19.0,8,1,83.85,8.43,32,0,24,3
984,Team B,2019,8.0,18.0,8,1,104.57,14.42,85,9,18,6
986,Team B,2022,17.0,0.0,4,3,91.42,14.07,16,3,8,7
987,Team C,2022,260.0,0.0,0,4,62.42,7.11,95,10,0,3
994,Team C,2020,16.0,8.0,0,4,59.34,12.24,58,9,19,6
996,Team A,2019,230.0,1.0,7,0,74.05,6.36,56,9,10,7
1004,Team A,2019,14.0,19.0,6,2,72.87,8.82,67,8,14,5
1005,Team C,2021,27.0,1.0,7,3,88.28,9.12,37,3,18,6
1007,Team B,2020,6.0,17.0,0,0,99.36,5.35,89,1,16,0
1008,Team B,2022,1.0,8.0,0,4,97.39,11.88,24,6,9,4
1009,Team B,2020,18.0,19.0,9,2,85.37,7.73,13,8,21,4
1013,Team B,2022,22.0,10.0,6,0,63.63,6.82,71,8,17,5
1016,Team A,2019,12.0,10.0,7,2,76.81,13.93,53,4,5,9
1017,Team A,2021,13.0,12.0,0,0,93.23,8.52,34,9,1,1
1018,Team B,2021,16.0,14.0,4,0,89.86,8.53,30,6,12,4
1025,Team C,2019,13.0,9.0,2,0,71.6,12.1,91,5,22,0
1026,Team C,2021,260.0,16.0,2,1,55.29,12.65,52,10,7,6
1027,Team A,2022,25.0,12.0,6,3,61.04,13.15,21,9,3,9
1028,Team A,2020,29.0,15.0,6,3,89.37,11.26,57,9,3,3
1030,Team B,2020,25.0,19.0,1,4,106.83,12.94,2,4,13,0
1032,Team A,2022,12.0,4.0,4,1,93.31,11.34,62,4,19,7
1037,Team A,2020,3.0,6.0,1,4,55.36,5.1,99,7,26,0
1038,Team A,2019,8.0,13.0,0,1,50.85,7.97,7,4,12,1
1039,Team C,2020,2.0,13.0,8,1,56.42,14.23,38,14,13,7
1041,Team C,2020,21.0,15.0,7,4,66.05,8.86,78,14,2,2
1045,Team A,2019,15.0,18.0,6,2,60.93,14.92,67,6,1,9
1046,Team B,2020,290.0,7.0,1,0,54.05,12.2,56,0,20,4
1047,Team B,2019,6.0,0.0,2,3,89.12,5.51,85,7,24,6
1048,Team C,2022,6.0,16.0,0,3,90.95,13.59,24,12,9,5
1051,Team A,2020,16.0,17.0,5,3,63.18,12.58,61,12,14,2
1052,Team A,2020,12.0,5.0,6,4,97.76,12.75,38,14,18,4
1053,Team A,2019,8.0,5.0,2,4,61.3,12.96,75,12,20,2
1058,Team C,2020,27.0,8.0,4,2,78.74,11.91,86,6,24,7
1060,Team A,2019,20.0,10.0,3,3,89.28,11.46,82,14,24,5
1061,Team B,2021,18.0,2.0,0,4,86.15,6.7,84,13,23,8
1065,Team A,2022,7.0,4.0,8,3,69.62,6.02,33,9,20,0
1066,Team C,2022,24.0,19.0,3,2,60.95,7.15,42,1,27,3
1067,Team C,2021,5.0,3.0,2,3,71.72,10.64,12,13,7,0
1068,Team B,2019,24.0,7.0,5,0,73.53,6.51,35,5,18,9
1069,Team A,2019,5.0,9.0,3,4,56.39,7.79,24,12,16,1
1071,Team B,2021,25.0,12.0,4,1,56.91,13.88,55,2,26,0
1072,Team A,2020,2.0,16.0,3,4,92.87,8.33,20,9,3,8
1073,Team A,2022,1.0,4.0,4,0,87.79,13.99,33,0,3,5
1074,Team C,2022,4.0,7.0,8,1,89.94,10.86,24,12,25,7
1075,Team A,2022,28.0,18.0,3,0,63.82,7.26,81,2,19,9
1076,Team C,2020,29.0,17.0,5,4,61.8,12.54,10,3,19,9
1078,Team B,2020,11.0,3.0,0,4,73.61,11.59,48,13,26,1
1079,Team C,2019,5.0,17.0,1,0,108.08,7.01,48,6,13,1
1081,Team A,2020,4.0,10.0,7,0,84.09,7.29,1,7,8,7
1083,Team C,2020,3.0,12.0,3,3,99.36,8.34,37,6,12,4
1085,Team B,2021,28.0,14.0,2,4,86.01,10.05,74,13,20,3
1098,Team C,2022,26.0,3.0,9,2,63.49,5.86,79,9,11,8
1099,Team B,2020,12.0,8.0,4,1,74.14,8.56,49,13,12,6
1101,Team B,2021,10.0,1.0,2,0,88.29,14.58,75,11,7,1
1103,Team C,2020,270.0,18.0,7,4,93.33,14.74,23,9,8,7
1105,Team A,2020,22.0,14.0,5,4,76.61,9.07,37,9,22,6
1109,Team C,2021,28.0,13.0,8,2,86.04,6.52,64,7,3,5
1110,Team C,2019,2.0,0.0,3,4,81.89,6.2,89,14,18,3
1116,Team C,2021,20.0,1.0,8,2,62.23,13.31,93,12,22,0
1118,Team C,2019,10.0,3.0,4,0,69.32,5.28,95,1,27,8
1124,Team A,2020,200.0,19.0,3,1,95.34,13.55,0,2,24,9
1129,Team B,2019,23.0,11.0,7,4,55.55,10.79,76,5,17,5
1130,Team A,2022,90.0,1.0,5,3,77.23,11.31,30,1,17,4
1133,Team B,2019,10.0,0.0,8,4,91.01,5.55,2,4,15,2
1134,Team C,2020,21.0,0.0,6,3,63.05,6.69,74,3,19,4
1138,Team B,2019,25.0,13.0,3,1,59.4,11.67,61,2,16,8
1139,Team A,2020,27.0,18.0,6,2,74.28,10.36,24,2,17,9
1141,Team A,2019,5.0,12.0,7,1,81.12,8.19,17,12,20,4
1144,Team A,2020,14.0,11.0,4,3,99.21,11.52,3,7,27,5
1147,Team B,2020,23.0,15.0,0,2,61.33,7.54,20,11,23,2
1149,Team C,2021,0.0,7.0,1,1,116.33,12.48,19,5,6,9
1152,Team B,2019,26.0,17.0,3,2,56.9,5.7,52,7,0,1
1154,Team C,2021,25.0,8.0,9,3,64.88,6.24,30,5,10,1
1158,Team C,2022,11.0,1.0,2,1,63.38,10.97,71,8,17,8
1160,Team A,2021,40.0,13.0,9,4,97.21,9.55,78,0,27,6
1161,Team A,2019,0.0,1.0,8,3,78.93,14.19,19,4,21,4
1162,Team B,2019,7.0,14.0,5,3,54.14,12.59,44,0,29,9
1163,Team A,2019,27.0,17.0,0,3,51.57,8.41,92,9,29,0
1166,Team C,2019,14.0,9.0,7,1,53.09,10.74,50,1,9,7
1168,Team C,2020,12.0,14.0,7,3,82.63,14.08,71,8,20,2
1169,Team C,2019,16.0,4.0,7,3,57.38,10.64,77,14,8,0
1171,Team A,2019,240.0,5.0,2,4,98.19,5.31,97,7,17,4
1174,Team A,2019,23.0,3.0,1,1,75.89,10.6,66,7,4,9
1175,Team B,2022,3.0,6.0,4,4,69.71,11.89,86,3,13,9
1179,Team A,2020,18.0,13.0,7,1,88.23,9.56,86,4,11,2
1184,Team B,2022,10.0,11.0,5,2,59.84,14.26,3,1,28,9
1185,Team A,2022,0.0,11.0,5,2,68.71,10.92,62,8,21,9
1186,Team C,2022,27.0,9.0,5,3,76.0,8.28,87,2,1,9
1189,Team C,2019,25.0,18.0,8,4,93.11,14.87,94,12,6,8
1190,Team C,2022,14.0,6.0,9,2,98.83,11.15,56,13,15,1
1191,Team B,2019,130.0,13.0,0,3,92.78,9.41,98,13,16,9
1192,Team A,2021,230.0,3.0,9,1,58.6,7.31,41,11,11,0
1194,Team C,2019,15.0,7.0,7,1,69.67,8.87,55,11,13,1
1195,Team C,2022,27.0,4.0,0,3,61.27,8.01,71,1,0,8
1197,Team A,2022,180.0,7.0,8,4,54.23,6.86,54,3,11,6
1198,Team B,2019,230.0,6.0,5,1,72.19,7.73,37,0,19,0
1199,Team B,2019,28.0,18.0,1,3,64.02,11.27,22,12,22,3
1200,Team A,2022,24.0,3.0,0,0,79.77,7.4,6,12,19,6
1201,Team B,2020,7.0,19.0,3,2,89.85,5.61,37,10,13,5
1202,Team C,2019,5.0,5.0,5,2,96.18,8.59,76,2,15,0
1204,Team B,2020,29.0,17.0,9,3,67.56,5.6,84,5,14,1
1205,Team B,2022,2.0,11.0,8,3,92.79,9.53,36,1,7,7
1207,Team A,2019,28.0,2.0,6,0,84.61,12.68,9,6,0,3
1209,Team A,2022,4.0,6.0,5,0,56.51,14.64,89,0,29,7
1210,Team A,2022,11.0,2.0,8,4,97.37,11.91,56,14,2,2
1212,Team B,2021,0.0,12.0,1,3,66.8,11.94,15,11,11,5
1213,Team B,2019,6.0,3.0,7,4,66.94,13.55,58,9,6,0
1214,Team A,2020,23.0,9.0,2,0,109.06,13.07,27,3,7,5
1215,Team A,2020,10.0,5.0,8,2,83.93,9.38,2,12,16,0
1217,Team C,2020,2.0,5.0,0,1,62.65,6.62,64,10,9,3
1218,Team A,2019,7.0,7.0,3,1,58.51,11.95,66,4,14,4
1219,Team C,2020,0.0,14.0,8,0,86.09,12.31,29,2,22,0
1222,Team C,2019,19.0,18.0,7,4,60.73,9.4,7,1,27,5
1225,Team B,2019,25.0,6.0,5,0,63.05,14.78,35,7,8,5
1226,Team B,2022,29.0,7.0,4,0,94.69,10.86,68,12,0,4
1227,Team C,2020,26.0,9.0,6,4,84.46,10.59,59,6,20,5
1237,Team C,2020,10.0,4.0,1,4,72.09,6.33,21,0,13,7
1240,Team A,2021,24.0,2.0,6,1,93.67,10.82,23,9,21,7
1241,Team A,2021,22.0,15.0,7,0,59.96,9.52,39,13,3,4
1243,Team B,2021,14.0,7.0,2,2,88.16,13.93,50,11,20,9
1244,Team A,2019,0.0,19.0,8,0,57.86,6.93,32,10,23,0
1247,Team A,2020,12.0,4.0,9,2,53.33,13.55,89,13,20,1
1248,Team B,2020,9.0,8.0,5,2,56.6,10.25,81,2,11,6
1249,Team B,2021,28.0,15.0,3,3,108.53,7.37,78,11,22,4
1252,Team B,2020,29.0,6.0,3,0,60.79,13.52,17,0,29,4
1255,Team A,2020,17.0,2.0,0,2,77.92,7.74,1,3,19,3
1256,Team C,2020,260.0,10.0,5,2,95.47,14.03,93,14,5,0
1259,Team A,2022,19.0,14.0,1,3,87.51,9.15,38,10,0,8
1261,Team C,2019,180.0,2.0,0,3,95.28,7.47,15,11,22,6
1263,Team C,2021,10.0,5.0,5,2,84.32,9.33,48,1,28,1
1266,Team B,2020,20.0,18.0,5,3,82.06,7.29,62,13,11,6
1267,Team A,2021,90.0,2.0,1,1,116.76,11.51,28,10,3,8
1270,Team C,2022,4.0,10.0,4,2,98.15,13.43,11,0,26,6
1271,Team A,2019,19.0,10.0,2,4,62.9,10.92,23,5,18,7
1273,Team B,2019,27.0,2.0,4,4,58.77,13.1,17,3,10,8
1276,Team B,2020,20.0,18.0,8,0,82.15,10.22,29,7,12,7
1277,Team B,2020,3.0,11.0,6,2,70.72,12.32,94,10,7,4
1278,Team B,2019,21.0,13.0,7,4,96.9,14.72,33,12,10,2
1279,Team B,2020,17.0,10.0,4,4,88.75,9.32,82,7,15,7
1281,Team A,2021,23.0,2.0,4,1,73.27,13.26,27,4,23,7
1286,Team A,2019,26.0,13.0,8,0,53.19,7.56,25,13,7,5
1288,Team B,2020,2.0,11.0,5,1,90.81,11.53,56,8,25,3
1289,Team B,2021,16.0,3.0,3,3,59.26,13.56,30,7,29,4
1293,Team C,2022,20.0,15.0,4,3,86.29,13.67,25,6,6,2
1294,Team A,2022,5.0,4.0,1,3,76.69,5.45,5,3,17,6
1295,Team B,2022,7.0,15.0,6,1,104.73,14.77,6,14,9,8
1298,Team C,2022,11.0,12.0,1,2,119.27,13.24,9,6,26,9
1299,Team B,2019,40.0,12.0,5,3,51.81,9.4,42,8,21,6
1304,Team B,2022,15.0,4.0,7,0,94.28,14.09,9,2,19,4
1305,Team B,2021,3.0,14.0,1,3,71.31,12.13,27,6,10,5
1315,Team A,2021,17.0,17.0,2,3,74.65,7.24,95,12,16,0
1316,Team A,2020,23.0,2.0,7,4,70.97,13.19,45,0,29,0
1317,Team B,2021,7.0,6.0,0,2,95.46,8.09,87,4,12,8
1319,Team A,2020,28.0,18.0,8,2,60.79,14.61,54,9,4,6
1324,Team C,2020,12.0,2.0,9,1,55.59,6.67,22,14,17,2
1328,Team C,2020,6.0,9.0,7,3,61.98,6.01,91,14,25,1
1329,Team C,2019,9.0,5.0,8,3,92.17,13.95,43,5,0,8
1330,Team B,2022,1.0,13.0,3,1,98.43,14.23,12,5,26,1
1333,Team A,2020,150.0,14.0,6,2,62.15,9.85,16,3,26,3
1334,Team A,2020,29.0,7.0,9,4,79.46,11.68,72,0,21,3
1338,Team B,2021,26.0,8.0,6,1,82.44,5.92,32,5,12,5
1339,Team A,2020,14.0,17.0,2,4,60.17,8.34,53,10,18,8
1340,Team A,2019,8.0,6.0,0,0,54.53,9.14,56,1,15,1
1341,Team C,2021,29.0,2.0,6,2,52.02,10.35,88,3,27,0
1344,Team B,2020,10.0,12.0,5,0,99.67,10.37,51,10,4,4
1345,Team B,2020,4.0,5.0,2,3,89.92,7.91,90,7,14,1
1346,Team B,2021,5.0,7.0,4,0,84.67,14.19,96,1,5,9
1347,Team A,2022,29.0,13.0,2,4,90.17,14.9,53,9,18,4
1349,Team C,2022,14.0,15.0,6,3,93.96,8.39,48,0,26,3
1353,Team A,2022,17.0,9.0,0,1,66.02,5.09,7,7,1,8
1355,Team B,2019,22.0,15.0,1,2,68.36,13.83,61,11,23,0
1362,Team C,2022,10.0,18.0,7,3,70.67,14.04,4,9,16,6
1364,Team A,2020,26.0,9.0,9,1,64.71,5.1,16,2,16,5
1370,Team A,2019,160.0,4.0,4,3,52.9,7.76,95,9,0,8
1371,Team C,2021,14.0,9.0,0,0,65.68,7.77,36,11,12,7
1379,Team C,2020,22.0,9.0,2,4,76.86,9.49,42,13,13,7
1381,Team A,2020,21.0,6.0,4,4,116.51,14.01,89,5,5,3
1384,Team C,2019,11.0,14.0,8,3,95.24,7.47,25,4,15,4
1386,Team C,2022,22.0,4.0,5,2,51.86,14.63,96,6,14,4
1387,Team A,2022,90.0,3.0,5,4,89.56,13.86,99,7,29,4
1388,Team C,2022,13.0,19.0,6,0,74.73,8.46,97,8,0,5
1390,Team B,2022,5.0,11.0,3,2,66.18,7.85,89,4,9,7
1393,Team B,2020,24.0,8.0,9,0,63.56,8.39,11,4,26,8
1395,Team C,2021,22.0,19.0,0,3,87.62,13.77,59,14,9,6
1396,Team C,2021,13.0,6.0,6,4,84.55,11.36,20,12,21,6
1399,Team C,2022,10.0,0.0,7,0,65.95,12.18,6,6,8,6
1403,Team A,2020,3.0,6.0,0,1,77.75,8.33,23,10,9,7
1405,Team C,2020,28.0,1.0,1,1,51.83,13.51,12,8,2,1
1406,Team A,2021,25.0,12.0,2,2,106.67,9.17,77,5,12,0
1408,Team A,2022,7.0,12.0,5,0,70.35,8.86,71,1,2,2
1414,Team A,2019,12.0,2.0,0,2,107.51,9.38,53,3,20,7
1423,Team A,2021,22.0,16.0,0,2,61.78,10.65,42,1,18,8
1426,Team A,2022,4.0,10.0,5,3,55.63,7.35,79,12,9,5
1430,Team B,2022,27.0,11.0,7,0,62.2,10.68,17,8,17,4
1431,Team A,2020,21.0,9.0,2,3,80.19,7.0,80,13,9,9
1433,Team B,2021,2.0,5.0,9,3,68.26,8.25,77,8,23,8
1439,Team B,2021,6.0,3.0,0,4,70.66,5.7,0,7,0,1
1440,Team C,2021,90.0,5.0,0,1,92.77,6.97,28,2,3,4
1441,Team C,2020,7.0,13.0,1,3,62.05,13.95,91,3,5,2
1442,Team B,2021,16.0,6.0,4,0,81.08,10.26,68,4,21,3
1443,Team B,2021,4.0,11.0,9,3,93.6,14.87,84,3,3,3
1448,Team C,2021,10.0,4.0,6,3,93.57,8.71,58,13,17,9
1450,Team C,2020,12.0,11.0,5,1,77.86,7.78,44,10,27,0
1451,Team C,2021,17.0,13.0,8,4,53.37,11.46,45,8,23,0
1455,Team B,2021,90.0,9.0,1,4,86.21,5.84,74,8,9,8
1457,Team C,2019,29.0,15.0,5,3,89.0,8.23,52,0,22,3
1458,Team A,2019,10.0,11.0,2,0,73.83,8.91,19,2,12,2
1460,Team A,2020,14.0,18.0,0,2,96.78,6.85,56,13,28,5
1462,Team B,2019,26.0,17.0,7,0,87.38,8.62,10,2,4,7
1465,Team C,2019,19.0,0.0,9,2,95.68,13.73,68,3,13,0
1468,Team B,2021,130.0,3.0,2,1,68.99,10.07,94,8,21,3
1469,Team B,2021,4.0,18.0,6,1,88.26,12.42,47,3,5,1
1470,Team B,2022,260.0,5.0,2,4,93.42,13.42,93,8,18,1
1471,Team B,2019,23.0,19.0,5,2,67.88,6.81,42,1,14,2
1473,Team C,2021,25.0,10.0,5,4,74.71,13.62,35,8,29,4
1477,Team B,2022,28.0,9.0,3,2,63.57,6.73,43,4,11,4
1478,Team B,2022,300.0,1.0,8,1,96.13,11.28,60,12,20,3
1482,Team B,2020,180.0,4.0,4,2,82.64,12.15,62,10,21,8
1485,Team B,2021,25.0,18.0,0,1,76.55,9.82,54,5,11,0
1486,Team A,2021,9.0,5.0,0,4,79.61,12.75,56,14,15,7
1489,Team B,2021,29.0,7.0,2,4,62.81,14.74,88,14,19,9
1491,Team B,2022,5.0,11.0,6,2,85.94,9.83,35,1,12,7
1492,Team C,2020,25.0,3.0,9,2,61.28,10.04,36,3,12,7
1493,Team C,2021,7.0,5.0,4,2,50.04,6.78,45,8,1,5
1495,Team A,2022,7.0,6.0,1,0,57.86,8.5,18,11,27,4
1496,Team B,2020,27.0,3.0,2,1,97.85,5.87,82,14,8,5
1497,Team B,2019,15.0,14.0,5,0,80.22,6.55,15,12,26,4
1499,Team C,2019,16.0,8.0,7,0,90.28,13.82,84,6,2,6
1503,Team C,2020,18.0,6.0,4,4,109.16,14.76,78,11,13,5
1505,Team C,2021,16.0,0.0,5,3,60.29,14.94,35,11,18,2
1506,Team C,2021,16.0,8.0,6,1,80.47,14.06,52,9,21,2
1512,Team C,2020,7.0,14.0,8,1,55.25,10.46,3,9,29,9
1514,Team A,2019,16.0,4.0,9,2,84.77,10.12,52,14,9,6
1515,Team B,2022,20.0,13.0,0,4,94.87,7.67,60,7,7,7
1516,Team A,2020,7.0,13.0,7,0,66.77,12.81,18,8,25,7
1517,Team C,2022,27.0,13.0,5,4,80.32,12.43,55,1,10,4
1518,Team C,2022,26.0,4.0,0,4,68.68,14.54,8,7,19,6
1519,Team C,2022,29.0,10.0,3,0,60.14,10.07,24,6,9,1
1521,Team C,2021,190.0,4.0,9,4,81.8,14.03,46,14,5,5
1523,Team A,2022,15.0,14.0,9,1,68.53,11.5,50,2,15,2
1526,Team C,2020,1200.0,14.0,6,1,90.63,8.88,26,4,21,3
1530,Team A,2020,28.0,11.0,2,3,72.87,5.48,5,14,18,5
1531,Team B,2022,16.0,19.0,2,2,60.56,10.66,34,1,8,9
1532,Team B,2019,7.0,13.0,5,2,58.42,13.42,31,11,19,2
1538,Team B,2021,14.0,3.0,6,2,66.88,14.34,51,5,5,7
1540,Team B,2020,3.0,5.0,7,4,73.88,7.79,55,9,10,2
1546,Team C,2020,4.0,6.0,9,4,56.65,10.52,4,8,19,8
1548,Team C,2019,10.0,8.0,4,2,97.94,12.79,79,12,19,4
1549,Team A,2019,4.0,2.0,0,2,85.26,8.12,16,1,27,8
